,id,address,addressStreet,addressCity,addressZipcode,beds,baths,area,price,latitude,longitude
242,13228251,"3730 26th St, Boulder, CO 80304",3730 26th St,Boulder,80304,5,3,3596,1800000,40.0423,-105.26227
243,13222121,"3355 Talisman Court  Unit C, Boulder, CO 80301",3355 Talisman Court  Unit C,Boulder,80301,2,2,968,459000,40.035748,-105.24563
244,13183182,"1308 Grandview Ave, Boulder, CO 80302",1308 Grandview Ave,Boulder,80302,7,2,2832,3900000,40.01126,-105.27563
245,2079678663,"4420-4422 Driftwood Pl UNIT 4420, Boulder, CO 80301",4420-4422 Driftwood Pl UNIT 4420,Boulder,80301,7,4,3080,1475000,40.05606,-105.20291
246,13196999,"2857 Linden Drive, Boulder, CO 80304",2857 Linden Drive,Boulder,80304,5,4,4625,3529000,40.05405,-105.31515
247,2068017382,"2160 Folsom St, Boulder, CO 80302",2160 Folsom St,Boulder,80302,4,3,3098,3000000,40.0233,-105.26339
248,67090188,"5025 5th St, Boulder, CO 80304",5025 5th St,Boulder,80304,3,4,2580,1099700,40.06589,-105.28863
249,13235296,"548 Utica Ct, Boulder, CO 80304",548 Utica Ct,Boulder,80304,4,3,4424,3850000,40.051888,-105.290474
250,13237907,"5578 Stonewall Pl, Boulder, CO 80303",5578 Stonewall Pl,Boulder,80303,5,4,3012,1049990,40.00037,-105.22355
251,338140484,"1085 Fairway Ct C, Boulder, CO 80303",1085 Fairway Ct C,Boulder,80303,3,2,1249,650000,40.00665,-105.22388
252,13197204,"2315 Linden Dr, Boulder, CO 80304",2315 Linden Dr,Boulder,80304,4,4,3192,3500000,40.05019,-105.31528
253,13224988,"3035 Oneal Pkwy UNIT T16, Boulder, CO 80301",3035 Oneal Pkwy UNIT T16,Boulder,80301,1,1,781,338000,40.03392,-105.25325
254,13255259,"1024 Linden Dr, Boulder, CO 80304",1024 Linden Dr,Boulder,80304,3,4,6167,3500000,40.04304,-105.29941
255,68052621,"1621 Orchard Ave, Boulder, CO 80304",1621 Orchard Ave,Boulder,80304,5,6,5789,6500000,40.04636,-105.27669
256,13183523,"675 Dellwood Ave, Boulder, CO 80304",675 Dellwood Ave,Boulder,80304,4,3,2558,2300000,40.02949,-105.28839
257,13212642,"740 Rockway Pl, Boulder, CO 80303",740 Rockway Pl,Boulder,80303,4,2,1631,1099900,40.00127,-105.170586
258,13177574,"458 Marine St, Boulder, CO 80302",458 Marine St,Boulder,80302,5,4,4282,3395000,40.01144,-105.29016
259,13233318,"2905 Shadow Creek Dr UNIT 101, Boulder, CO 80303",2905 Shadow Creek Dr UNIT 101,Boulder,80303,2,2,853,675000,40.01075,-105.2557
260,13216418,"1280 Wildwood Rd, Boulder, CO 80305",1280 Wildwood Rd,Boulder,80305,4,4,4619,3300000,39.9762,-105.26652
261,2090467710,"4757 Qualla Drive, Boulder, CO 80303",4757 Qualla Drive,Boulder,80303,2,2,1035,650000,39.990047,-105.23448
262,13176422,"1710 Sunset Blvd, Boulder, CO 80304",1710 Sunset Blvd,Boulder,80304,5,7,5956,8500000,40.02384,-105.27466
263,72295472,"2967 Middle Fork Rd Road, Boulder, CO 80302",2967 Middle Fork Rd Road,Boulder,80302,5,6,4900,5395000,40.130074,-105.2854
264,13178381,"465 Marine St, Boulder, CO 80302",465 Marine St,Boulder,80302,4,5,3501,3200000,40.0119,-105.28997
265,13182986,"2525 Balsam Dr, Boulder, CO 80304",2525 Balsam Dr,Boulder,80304,4,3,3164,1975000,40.02721,-105.26406
266,2067943203,"3600 Hayden Pl, Boulder, CO 80301",3600 Hayden Pl,Boulder,80301,6,6,3168,1950000,40.03421,-105.24723
267,71346537,"360 Terrace Ave, Boulder, CO 80304",360 Terrace Ave,Boulder,80304,4,4,3210,2200000,40.06676,-105.28971
268,13226371,"1986 Beacon Ct, Boulder, CO 80302",1986 Beacon Ct,Boulder,80302,3,3,2035,3500000,40.01497,-105.29307
269,13195982,"1035 Orange Place, Boulder, CO 80304",1035 Orange Place,Boulder,80304,3,3,1806,1175000,40.044308,-105.28391
