address,addressZipcode,beds,baths,area,price,year,source
"3155 STANFORD AVE , BOULDER, CO 80304",80304,4.0,2.0,2380.0,836000,2018,bouldercounty
"3515 BROADWAY  A, BOULDER, CO 80304",80304,3.0,1.5,1133.0,735000,2018,bouldercounty
"3515 BROADWAY  C, BOULDER, CO 80304",80304,2.0,1.5,857.0,553000,2018,bouldercounty
"2875 SPRINGDALE DR , MORRISON, CO 80465",80465,3.0,2.5,1841.0,565000,2018,bouldercounty
"2811 20TH ST , BOULDER, CO 80304",80304,3.0,1.5,1102.0,730000,2018,bouldercounty
"216 SEMINOLE DR , BOULDER, CO 80306",80306,3.0,1.5,1766.0,139231,2018,bouldercounty
"4500 BASELINE RD 2305, BOULDER, CO 80303",80303,2.0,2.0,882.0,375000,2018,bouldercounty
"955 LARAMIE BLVD C, CORTLANDT MANOR, NY 10567",10567,1.0,1.0,650.0,356000,2018,bouldercounty
"1003 9TH ST , BOULDER, CO 80302-7227",80302-7227,6.0,3.5,4086.0,1250000,2018,bouldercounty
"350 ARAPAHOE AVE 23, BOULDER, CO 80302",80302,2.0,1.0,851.0,127400,2018,bouldercounty
"2835 LINKS DR , BOULDER, CO 80301-1597",80301-1597,5.0,4.5,5943.0,1235000,2018,bouldercounty
"3301 ARAPAHOE AVE 311, BOULDER, CO 80303",80303,2.0,2.0,1560.0,743600,2018,bouldercounty
"3301 ARAPAHOE AVE 202, BOULDER, CO 80303",80303,2.0,1.5,1304.0,706400,2018,bouldercounty
"977 ROXWOOD LN 2, BOULDER, CO 80303",80303,2.0,2.0,1062.0,485000,2018,bouldercounty
"50 SOUTH BOULDER CIR 5011, BOULDER, CO 80303-4264",80303-4264,1.0,1.0,637.0,255000,2018,bouldercounty
"545 MANHATTAN DR 201, BOULDER, CO 80303",80303,2.0,2.0,954.0,375000,2018,bouldercounty
"530 MOHAWK DR 82, BOULDER, CO 80302",80302,1.0,1.0,945.0,379900,2018,bouldercounty
"301 30TH ST , BOULDER, CO 80304",80304,3.0,1.0,1008.0,650000,2018,bouldercounty
"4500 19TH ST 295, BOULDER, CO 80304-0660",80304-0660,0.0,0.0,0.0,85000,2018,bouldercounty
"1910 ORCHARD AVE , BOULDER, CO 80304",80304,4.0,2.5,3228.0,1270000,2018,bouldercounty
"2707 VALMONT RD 206D, BOULDER, CO 80304",80304,1.0,1.0,576.0,222000,2018,bouldercounty
"5388 DEER CREEK CT , BOULDER, CO 80301-3787",80301-3787,4.0,2.5,2654.0,805000,2018,bouldercounty
"120 CHEROKEE WAY , BOULDER, CO 80303",80303,5.0,1.5,2594.0,750000,2018,bouldercounty
"2464 POWDERHORN LN , SANTA ROSA BEACH, FL 32459",32459,4.0,3.5,2684.0,1500000,2018,bouldercounty
"3517 SMUGGLER WAY , BOULDER, CO 80304",80304,4.0,2.0,1482.0,725000,2018,bouldercounty
"1093 YALE CIR , BOULDER, CO 80305",80305,4.0,2.0,2071.0,885000,2018,bouldercounty
"1933 PEARL ST 7, BOULDER, CO 80302",80302,2.0,1.5,1200.0,900000,2018,bouldercounty
"2283 NICHOLL ST , BOULDER, CO 80304",80304,3.0,1.5,1411.0,915000,2018,bouldercounty
"1311 YELLOW PINE AVE B, BOULDER, CO 80304",80304,2.0,1.0,947.0,169300,2018,bouldercounty
"2807 SUNDOWN LN 304, WOBURN, MA 1801",1801,2.0,2.0,1273.0,471000,2018,bouldercounty
"4500 19TH ST 414, BOULDER, CO 80304",80304,0.0,0.0,0.0,88500,2018,bouldercounty
"2707 VALMONT RD 205C, LONGMONT, CO 80504",80504,1.0,1.0,576.0,212000,2018,bouldercounty
"990 WAITE DR , BOULDER, CO 80303",80303,3.0,1.5,1679.0,693000,2018,bouldercounty
"745 THOMAS DR 17, BOULDER, CO 80303",80303,2.0,1.5,1025.0,353500,2018,bouldercounty
"1455 KENDALL DR , BOULDER, CO 80305",80305,3.0,1.5,1300.0,709600,2018,bouldercounty
"4865 FOUNTAIN ST , BOULDER, CO 80304",80304,4.0,3.5,3666.0,1151800,2018,bouldercounty
"1405 BROADWAY  306, BOULDER, CO 80302",80302,1.0,1.0,447.0,295000,2018,bouldercounty
"630 PINE ST , BOULDER, CO 80303",80303,2.0,2.0,2453.0,2050000,2018,bouldercounty
"3835 BIRCHWOOD DR , BOULDER, CO 80304",80304,4.0,2.0,2464.0,768000,2018,bouldercounty
"4852 DARWIN CT , BOULDER, CO 80301",80301,3.0,1.0,1480.0,640000,2018,bouldercounty
"665 MANHATTAN DR 214, BOULDER, CO 80305",80305,2.0,1.5,880.0,330000,2018,bouldercounty
"755 HARTFORD DR , BOULDER, CO 80305",80305,3.0,2.0,1796.0,705000,2018,bouldercounty
"1160 TOEDTLI DR , BOULDER, CO 80305",80305,4.0,1.5,1800.0,617500,2018,bouldercounty
"5065 3RD ST , BOULDER, CO 80304",80304,5.0,4.0,3201.0,1100000,2018,bouldercounty
"1655 WALNUT ST 105, BOULDER, CO 80302-5495",80302-5495,1.0,1.0,1090.0,707500,2018,bouldercounty
"3601 ARAPAHOE AVE 407, BOULDER, CO 80303",80303,1.0,1.0,954.0,528000,2018,bouldercounty
"3301 ARAPAHOE AVE 220, BOULDER, CO 80303",80303,1.0,1.0,796.0,460000,2018,bouldercounty
"4365 DARLEY AVE , BOULDER, CO 80305",80305,3.0,1.5,1668.0,710000,2018,bouldercounty
"4204 GREENBRIAR BLVD 45, CLARENCE, NY 14031",14031,4.0,2.5,1634.0,570000,2018,bouldercounty
"715 HARTFORD DR , BOULDER, CO 80305",80305,4.0,2.0,1796.0,836000,2018,bouldercounty
"4500 19TH ST 193, BOULDER, CO 80304-0617",80304-0617,0.0,0.0,0.0,65000,2018,bouldercounty
"2757 NORTHBROOK PL , BOULDER, CO 80304",80304,2.0,1.0,1088.0,325000,2018,bouldercounty
"3069 5TH ST , BOULDER, CO 80304",80304,3.0,2.0,2048.0,1660000,2018,bouldercounty
"485 OAKWOOD PL , BOULDER, CO 80304-1046",80304-1046,4.0,3.0,2917.0,1350000,2018,bouldercounty
"4884 DAKOTA BLVD , BOULDER, CO 80304",80304,5.0,5.0,3068.0,900000,2018,bouldercounty
"1603 ARAPAHOE AVE , DENVER, CO 80808",80808,7.0,3.0,2940.0,1350000,2018,bouldercounty
"860 UNIVERSITY AVE , BOULDER, CO 80302",80302,4.0,2.0,3080.0,2050000,2018,bouldercounty
"3667 IRIS AVE 10, BOULDER, CO 80301",80301,4.0,3.0,2143.0,590000,2018,bouldercounty
"3310 CRIPPLE CREEK TRL , LITTLE ROCK, AR 72205",72205,2.0,1.0,928.0,442500,2018,bouldercounty
"1050 MIAMI WAY , BOULDER, CO 80305-6405",80305-6405,3.0,2.5,2129.0,710000,2018,bouldercounty
"1635 6TH ST , BOULDER, CO 80302-5812",80302-5812,3.0,2.0,1540.0,1425000,2018,bouldercounty
"1519 PINE ST 3, BOULDER, CO 80304",80304,3.0,1.5,1338.0,645100,2018,bouldercounty
"4500 19TH ST 357, BOULDER, CO 80304",80304,0.0,0.0,0.0,17500,2018,bouldercounty
"3091 29TH ST 208, BOULDER, CO 80301",80301,2.0,1.5,1209.0,460000,2018,bouldercounty
"1960 VASSAR DR , LOUISVILLE, CO 80027",80027,5.0,2.5,1978.0,1225000,2018,bouldercounty
"265 30TH ST , BOULDER, CO 80305",80305,4.0,2.0,1713.0,835000,2018,bouldercounty
"2711 MAPLETON AVE 27, BOULDER, CO 80301",80301,1.0,1.0,400.0,240000,2018,bouldercounty
"3024 EDISON CT , ROCK HILL, SC 29730",29730,2.0,2.5,1241.0,470000,2018,bouldercounty
"4430 LAGUNA PL A, BOULDER, CO 80301-5150",80301-5150,3.0,2.0,1131.0,450000,2018,bouldercounty
"611 DAKOTA BLVD , BOULDER, CO 80304",80304,3.0,4.5,2892.0,879500,2018,bouldercounty
"1850 FOLSOM ST 209, BOULDER, CO 80302",80302,3.0,1.0,1904.0,555000,2018,bouldercounty
"780 10TH ST , BOULDER, CO 80302-7509",80302-7509,3.0,1.5,1680.0,892800,2018,bouldercounty
"4114 LONETREE CT , BOULDER, CO 80301",80301,3.0,2.5,1761.0,860000,2018,bouldercounty
"3301 ARAPAHOE AVE 212, BOULDER, CO 80303",80303,1.0,1.0,1206.0,640000,2018,bouldercounty
"5040 RALSTON ST F, BOULDER, CO 80304",80304,2.0,1.0,1419.0,191000,2018,bouldercounty
"3003 VALMONT RD 21, BOULDER, CO 80301-2141",80301-2141,0.0,0.0,0.0,15000,2018,bouldercounty
"3021 EDISON CT , BOULDER, CO 80301",80301,3.0,2.0,1566.0,525000,2018,bouldercounty
"790 WALNUT ST C, BOULDER, CO 80302",80302,1.0,1.0,818.0,577000,2018,bouldercounty
"824 WALNUT ST 47, BOULDER, CO 80303",80303,2.0,1.5,1004.0,700000,2018,bouldercounty
"3018 14TH ST , BOULDER, CO 80305",80305,3.0,1.5,2416.0,915000,2018,bouldercounty
"3071 CARBONDALE LN , BOULDER, CO 80301-3204",80301-3204,4.0,3.5,2877.0,1014000,2018,bouldercounty
"3620 PAONIA ST , BOULDER, CO 80301-3754",80301-3754,3.0,2.5,2143.0,945000,2018,bouldercounty
"3030 ONEAL PKWY 35R, BOULDER, CO 80301",80301,1.0,1.0,759.0,279900,2018,bouldercounty
"1149 MONROE DR B, BOULDER, CO 80305",80305,2.0,1.5,1056.0,449900,2018,bouldercounty
"3515 BROADWAY  B, BOULDER, CO 80304",80304,2.0,1.5,857.0,550000,2018,bouldercounty
"7340 POSTON WAY , BOULDER, CO 80301",80301,3.0,2.5,2096.0,621000,2018,bouldercounty
"4960 QUALLA DR , BOULDER, CO 80303",80303,3.0,1.5,1364.0,673500,2018,bouldercounty
"3733 WONDERLAND HILL AVE , BOULDER, CO 80304-1034",80304-1034,5.0,3.0,3338.0,1500000,2018,bouldercounty
"2024 GOSS ST 7, WEST PALM BEACH, FL 33401",33401,1.0,1.0,457.0,282000,2018,bouldercounty
"3240 IRIS AVE G202, BOULDER, CO 80301",80301,3.0,1.5,1242.0,375000,2018,bouldercounty
"5000 BUTTE ST 294, BOULDER, CO 80301-6312",80301-6312,0.0,0.0,0.0,59900,2018,bouldercounty
"3520 SMUGGLER CIR , BOULDER, CO 80305",80305,3.0,1.5,1152.0,395000,2018,bouldercounty
"1633 4TH ST F, BOULDER, CO 80302",80302,3.0,2.0,1437.0,560000,2018,bouldercounty
"2322 20TH ST , SAN ANTONIO, TX 78255",78255,3.0,2.0,1344.0,1100500,2018,bouldercounty
"1729 ALPINE AVE 8, BOULDER, CO 80304",80304,2.0,2.0,1512.0,650000,2018,bouldercounty
"760 INCA PKWY 760, BOULDER, CO 80303",80303,2.0,2.5,2216.0,725000,2018,bouldercounty
"1320 JUDSON DR , BOULDER, CO 80305",80305,5.0,2.0,2390.0,1035000,2018,bouldercounty
"3147 BELL DR , MOUNTAIN VIEW, CA 94043-4529",94043-4529,3.0,2.0,1338.0,495000,2018,bouldercounty
"1875 DEL ROSA CT , BOULDER, CO 80304",80304,2.0,1.5,2286.0,728500,2018,bouldercounty
"2962 SHADOW CREEK DR 304, DENVER, CO 80238",80238,1.0,1.0,823.0,330000,2018,bouldercounty
"635 44TH ST , LONGMONT, CO 80504",80504,3.0,2.0,2130.0,655000,2018,bouldercounty
"3113 11TH ST , BOULDER, CO 80304",80304,3.0,2.5,2697.0,1500000,2018,bouldercounty
"665 POPLAR AVE , BROOMFIELD, CO 80023",80023,2.0,1.5,1688.0,658000,2018,bouldercounty
"1775 CEDAR AVE , BOULDER, CO 80301",80301,3.0,1.5,2166.0,795000,2018,bouldercounty
"3301 ARAPAHOE AVE 324, BOULDER, CO 80303",80303,2.0,2.0,1370.0,851000,2018,bouldercounty
"1279 HARRISON CT , BOULDER, CO 80303-1138",80303-1138,2.0,1.5,1430.0,530000,2018,bouldercounty
"1111 MAXWELL AVE 112, BOULDER, CO 80304",80304,1.0,1.0,520.0,290000,2018,bouldercounty
"4860 10TH ST , BOULDER, CO 80304-4319",80304-4319,3.0,2.5,2593.0,751400,2018,bouldercounty
"970 11TH ST , BOULDER, CO 80303",80303,3.0,3.5,3087.0,1250000,2018,bouldercounty
"4955 TWIN LAKES RD 55, BOULDER, CO 80301",80301,2.0,2.0,961.0,348000,2018,bouldercounty
"3620 BUCKEYE CT , BOULDER, CO 80304",80304,4.0,2.0,2104.0,920000,2018,bouldercounty
"2395 JUNIPER AVE , BOULDER, CO 80304",80304,3.0,1.5,1322.0,383000,2018,bouldercounty
"405 IRIS AVE , BOULDER, CO 80304-1749",80304-1749,3.0,1.5,1705.0,989000,2018,bouldercounty
"1279 HARRISON CT , BOULDER, CO 80303-1138",80303-1138,2.0,1.5,1430.0,530000,2018,bouldercounty
"3772 TELLURIDE LN , BOULDER, CO 80305",80305,3.0,1.5,1320.0,670000,2018,bouldercounty
"1405 BROADWAY  304, WOODY CREEK, CO 81656",81656,1.0,1.0,437.0,285000,2018,bouldercounty
"2235 NICHOLL ST , BOULDER, CO 80304-2754",80304-2754,3.0,1.5,1500.0,935000,2018,bouldercounty
"3003 VALMONT RD 81, BOULDER, CO 80301-2144",80301-2144,0.0,0.0,0.0,45000,2018,bouldercounty
"3301 ARAPAHOE AVE 117, BOULDER, CO 80303",80303,1.0,1.5,1428.0,752500,2018,bouldercounty
"695 MANHATTAN DR 105, BOULDER, CO 80303",80303,2.0,1.5,880.0,319000,2018,bouldercounty
"1246 AIKINS WAY , BOULDER, CO 80305-6719",80305-6719,3.0,1.0,969.0,583000,2018,bouldercounty
"350 ARAPAHOE AVE 17, BOULDER, CO 80302",80302,2.0,1.5,851.0,150000,2018,bouldercounty
"1237 ELDER AVE 10, BOULDER, CO 80304",80304,1.0,1.0,390.0,319000,2018,bouldercounty
"4500 19TH ST 260, DENVER, CO 80212-7436",80212-7436,0.0,0.0,0.0,63750,2018,bouldercounty
"4500 19TH ST 158, BOULDER, CO 80304",80304,0.0,0.0,0.0,75000,2018,bouldercounty
"1304 TAMARACK AVE , BOULDER, CO 80304",80304,8.0,3.0,2555.0,1325000,2018,bouldercounty
"5000 BUTTE  201, BOULDER, CO 80301-2240",80301-2240,0.0,0.0,0.0,90000,2018,bouldercounty
"2833 SPRINGDALE LN , BOULDER, CO 80303",80303,4.0,3.0,2096.0,627000,2018,bouldercounty
"228 IROQUOIS DR , BOULDER, CO 80303",80303,3.0,1.0,1684.0,630000,2018,bouldercounty
"123 MINEOLA CT , BOULDER, CO 80303-4434",80303-4434,4.0,3.5,2050.0,664500,2018,bouldercounty
"4652 GREENBRIAR CT , BOULDER, CO 80305",80305,4.0,1.5,1778.0,676000,2018,bouldercounty
"3832 LAKEBRIAR DR , SILVER SPRING, MD 20901",20901,3.0,3.5,2234.0,1115000,2018,bouldercounty
"4616 SUNNYSIDE PL , BOULDER, CO 80301-1757",80301-1757,3.0,3.5,2940.0,1290000,2018,bouldercounty
"1830 22ND ST 7, BOULDER, CO 80302",80302,2.0,2.0,905.0,480000,2018,bouldercounty
"1825 CANYON BLVD , AUSTIN, TX 78759",78759,3.0,2.0,1000.0,792900,2018,bouldercounty
"4204 HAMPTON CIR , BOULDER, CO 80301",80301,6.0,3.0,4483.0,1545000,2018,bouldercounty
"800 46TH ST , BOULDER, CO 80305-6043",80305-6043,5.0,3.0,2814.0,1371000,2018,bouldercounty
"1266 BEAR MOUNTAIN CT , BOULDER, CO 80305",80305,4.0,2.0,2076.0,885000,2018,bouldercounty
"836 9TH ST , BOULDER, CO 80302",80302,3.0,1.5,2100.0,925600,2018,bouldercounty
"340 21ST ST , BOULDER, CO 80302",80302,3.0,1.5,2095.0,1166400,2018,bouldercounty
"2860 16TH ST , BOULDER, CO 80304-3528",80304-3528,5.0,4.0,5277.0,1000000,2018,bouldercounty
"4500 19TH ST 13, BOULDER, CO 80304-0614",80304-0614,0.0,0.0,0.0,5000,2018,bouldercounty
"1019 11TH ST , SANTA CRUZ, CA 95060-2300",95060-2300,5.0,1.5,3052.0,1156000,2018,bouldercounty
"845 8TH ST , BOULDER, CO 80302",80302,3.0,1.5,1576.0,1100000,2018,bouldercounty
"674 TANTRA DR H, BOULDER, CO 80305",80305,2.0,1.0,816.0,408000,2018,bouldercounty
"1455 YARMOUTH AVE 209, BOULDER, CO 80304",80304,2.0,1.0,772.0,459000,2018,bouldercounty
"2445 JUNCTION PL 201, BOULDER, CO 80301",80301,2.0,1.5,1227.0,685000,2018,bouldercounty
"500 MANHATTAN DR A9, BOULDER, CO 80303",80303,2.0,2.0,1112.0,435000,2018,bouldercounty
"1850 FOLSOM ST 204, ARLINGTON, VA 22207",22207,1.0,1.0,801.0,450000,2018,bouldercounty
"1077 CANYON BLVD 211, WEST HOLLYWOOD, CA 90069",90069,2.0,2.0,1637.0,1100000,2018,bouldercounty
"5000 BUTTE ST 303, BOULDER, CO 80301",80301,0.0,0.0,0.0,77500,2018,bouldercounty
"676 POPLAR AVE , BOULDER, CO 80301-5820",80301-5820,3.0,2.0,1744.0,745000,2018,bouldercounty
"5070 RALSTON ST C, BOULDER, CO 80304",80304,2.0,1.5,883.0,452000,2018,bouldercounty
"3010 25TH ST , BOULDER, CO 80304",80304,3.0,0.5,1026.0,750000,2018,bouldercounty
"1863 TANSY PL , BOULDER, CO 80304-0890",80304-0890,3.0,2.5,2544.0,855000,2018,bouldercounty
"4500 19TH ST 104, BOULDER, CO 80304-0616",80304-0616,0.0,0.0,0.0,18000,2018,bouldercounty
"5000 BUTTE ST 64, BOULDER, CO 80301",80301,0.0,0.0,0.0,100000,2018,bouldercounty
"3301 ARAPAHOE AVE 201, AURORA, CO 80016",80016,2.0,1.5,1060.0,615000,2018,bouldercounty
"945 9TH ST , BOULDER, CO 80302",80302,3.0,2.0,1977.0,760000,2018,bouldercounty
"3301 ARAPAHOE AVE 101, BURLINGAME, CA 94010",94010,2.0,1.5,1058.0,577000,2018,bouldercounty
"210 KIOWA PL , BOULDER, CO 80303",80303,4.0,2.0,2851.0,1250000,2018,bouldercounty
"30 SOUTH BOULDER CIR 3015, BOULDER, CO 80303-4285",80303-4285,1.0,1.0,637.0,255000,2018,bouldercounty
"3732 WONDERLAND HILL AVE , BOULDER, CO 80304",80304,4.0,3.0,4543.0,1645000,2018,bouldercounty
"4110 RIVERSIDE DR , BOULDER, CO 80304-1507",80304-1507,4.0,2.0,2110.0,806800,2018,bouldercounty
"2668 SHERWOOD CIR , BOULDER, CO 80303",80303,2.0,1.0,1230.0,380000,2018,bouldercounty
"3701 ARAPAHOE AVE 413, BOULDER, CO 80303",80303,1.0,1.0,868.0,498800,2018,bouldercounty
"1589 48TH ST , BOULDER, CO 80303",80303,4.0,3.0,2212.0,585000,2018,bouldercounty
"5416 WHITE PL , BOULDER, CO 80303",80303,3.0,1.5,1981.0,637000,2018,bouldercounty
"1140 EDINBORO DR , BOULDER, CO 80305",80305,2.0,1.0,1840.0,710000,2018,bouldercounty
"3747 TALISMAN PL B, BOULDER, CO 80306",80306,2.0,1.5,968.0,350000,2018,bouldercounty
"2810 COLLEGE AVE 308, BOULDER, CO 80303",80303,4.0,3.0,1820.0,738000,2018,bouldercounty
"2905 DARTMOUTH AVE , BOULDER, CO 80305",80305,4.0,2.0,2724.0,735000,2018,bouldercounty
"445 42ND ST , BOULDER, CO 80305",80305,3.0,1.5,1690.0,705000,2018,bouldercounty
"5347 DENVER ST , BOULDER, CO 80304",80304,4.0,3.0,3521.0,1450000,2018,bouldercounty
"2727 FOLSOM ST 317, BOULDER, CO 80304",80304,2.0,2.0,891.0,435000,2018,bouldercounty
"3225 CAYMAN PL , BOULDER, CO 80301-6098",80301-6098,4.0,2.5,3099.0,863200,2018,bouldercounty
"5000 BUTTE ST 184, BOULDER, CO 80301-6309",80301-6309,0.0,0.0,0.0,66500,2018,bouldercounty
"5165 SANTA CLARA PL A, BOULDER, CO 80303",80303,4.0,3.0,1800.0,570000,2018,bouldercounty
"3701 PAONIA ST , BOULDER, CO 80304",80304,4.0,3.5,4749.0,1450000,2018,bouldercounty
"390 ERIE DR , BOULDER, CO 80303",80303,4.0,2.5,3357.0,1325000,2018,bouldercounty
"695 MANHATTAN DR 219, BOULDER, CO 80303-4060",80303-4060,2.0,1.5,880.0,300000,2018,bouldercounty
"1585 KENDALL DR , BOULDER, CO 80305-6938",80305-6938,4.0,2.5,2436.0,1350000,2018,bouldercounty
"1145 ITHACA DR , BOULDER, CO 80305",80305,4.0,2.0,1870.0,930000,2018,bouldercounty
"3115 3RD ST , BOULDER, CO 80304",80304,4.0,3.0,2344.0,1500000,2018,bouldercounty
"5055 RALSTON ST A, BOULDER, CO 80304",80304,3.0,4.5,2727.0,960000,2018,bouldercounty
"370 ARAPAHOE AVE A, NEW YORK, NY 10004",10004,3.0,3.0,1368.0,1650000,2018,bouldercounty
"1201 BALSAM AVE 301, BOULDER, CO 80304-3560",80304-3560,2.0,0.5,786.0,595000,2018,bouldercounty
"4627 SUNNYSIDE PL , BOULDER, CO 80301",80301,4.0,3.0,2565.0,800000,2018,bouldercounty
"3712 26TH ST , BOULDER, CO 80304",80304,4.0,2.5,1961.0,1100000,2018,bouldercounty
"3380 FOLSOM ST 210, BOULDER, CO 80304",80304,1.0,1.0,608.0,125500,2018,bouldercounty
"610 45TH ST , BOULDER, CO 80305",80305,4.0,2.0,2191.0,799300,2018,bouldercounty
"315 ARAPAHOE AVE 203, BOULDER, CO 80302",80302,2.0,1.5,1332.0,625000,2018,bouldercounty
"2037 MAPLETON AVE , BOULDER, CO 80301",80301,3.0,1.0,1276.0,860000,2018,bouldercounty
"3470 16TH CIR , BOULDER, CO 80304-1804",80304-1804,3.0,2.0,3246.0,1385000,2018,bouldercounty
"4656 16TH ST , BOULDER, CO 80304",80304,2.0,1.5,1282.0,177700,2018,bouldercounty
"3767 TALISMAN PL A, BOULDER, CO 80301-2035",80301-2035,3.0,2.0,1176.0,415000,2018,bouldercounty
"2614 THORNBIRD PL , BOULDER, CO 80304",80304,2.0,1.0,864.0,243700,2018,bouldercounty
"730 36TH ST , BOULDER, CO 80303-2438",80303-2438,3.0,1.0,1026.0,480000,2018,bouldercounty
"5405 WHITE PL , DURANGO, CO 81301",81301,3.0,1.5,1184.0,470000,2018,bouldercounty
"4960 RICARA DR , BOULDER, CO 80303-3814",80303-3814,5.0,2.0,2331.0,620000,2018,bouldercounty
"285 MANHATTAN DR , BOULDER, CO 80303",80303,3.0,1.5,2132.0,725000,2018,bouldercounty
"1605 CEDAR AVE , BOULDER, CO 80304",80304,2.0,2.0,2016.0,1170000,2018,bouldercounty
"2040 HERMOSA DR , BOULDER, CO 80304",80304,4.0,3.5,5415.0,650000,2018,bouldercounty
"3647 ROUNDTREE CT , NEW YORK, NY 10023",10023,2.0,2.0,1372.0,707200,2018,bouldercounty
"3260 47TH ST 205A, BOULDER, CO 80301",80301,2.0,1.0,943.0,360000,2018,bouldercounty
"130 CHEROKEE WAY , HALIFAX, nan NS B3L1JB",NS B3L1JB,4.0,2.0,1764.0,695000,2018,bouldercounty
"49 BENTHAVEN PL , BOULDER, CO 80305",80305,2.0,1.5,1368.0,675000,2018,bouldercounty
"250 BROADWAY  , LAS VEGAS, NV 89102",89102,5.0,2.0,2261.0,289100,2018,bouldercounty
"1830 22ND ST 11, WEST LIBERTY, IA 52776",52776,1.0,1.0,430.0,319000,2018,bouldercounty
"1480 QUINCE AVE N101, BOULDER, CO 80304",80304,1.0,1.0,709.0,111100,2018,bouldercounty
"3344 MARTINIQUE AVE , BOULDER, CO 80301-6078",80301-6078,7.0,5.5,4677.0,997000,2018,bouldercounty
"3265 FOUNDRY PL 105O, BOULDER, CO 80301",80301,2.0,2.5,1306.0,648000,2018,bouldercounty
"3601 ARAPAHOE AVE 320, BOULDER, CO 80303-1577",80303-1577,3.0,2.0,1758.0,1150000,2018,bouldercounty
"3009 MADISON AVE 105I, DENVER, CO 80250",80250,2.0,1.5,1102.0,350000,2018,bouldercounty
"862 55TH ST , BOULDER, CO 80303-2927",80303-2927,3.0,1.5,1358.0,576000,2018,bouldercounty
"36 PIMA CT , BOULDER, CO 80303",80303,2.0,2.5,1716.0,540000,2018,bouldercounty
"1382 GLEN CT , BOULDER, CO 80305",80305,3.0,2.0,1834.0,985000,2018,bouldercounty
"2875 LA GRANGE CIR , BOULDER, CO 80305",80305,3.0,1.5,1426.0,789000,2018,bouldercounty
"1017 GRANDVIEW AVE , BRECKENRIDGE, CO 80424",80424,1.0,1.0,1184.0,552500,2018,bouldercounty
"217 SEMINOLE DR , PARKER, CO 80138",80138,4.0,1.5,2314.0,745000,2018,bouldercounty
"665 MANHATTAN DR 102, LAFAYETTE, CO 80026",80026,2.0,1.5,880.0,319000,2018,bouldercounty
"2895 HEIDELBERG DR , BOULDER, CO 80305",80305,3.0,2.0,2256.0,1005000,2018,bouldercounty
"1484 GREENBRIAR BLVD , BOULDER, CO 80305",80305,4.0,3.0,2412.0,605000,2018,bouldercounty
"2326 GOSS ST , BRECKENRIDGE, CO 80424",80424,3.0,1.5,867.0,500000,2019,bouldercounty
"4550 BROOKFIELD DR , BOULDER, CO 80305",80305,3.0,1.5,1566.0,690000,2019,bouldercounty
"4475 SQUIRES CIR , BOULDER, CO 80303",80303,2.0,1.0,1632.0,259000,2019,bouldercounty
"3393 MADISON AVE W230, BOULDER, CO 80303",80303,1.0,1.0,418.0,195000,2019,bouldercounty
"70 35TH ST , BOULDER, CO 80308",80308,3.0,1.0,1426.0,575000,2019,bouldercounty
"305 MARTIN DR , BOULDER, CO 80305",80305,3.0,1.0,1040.0,619000,2019,bouldercounty
"2700 VALMONT RD 3, BOULDER, CO 80304",80304,2.0,2.5,1352.0,92500,2019,bouldercounty
"3898 BIRCHWOOD DR , BOULDER, CO 80304",80304,5.0,2.0,3430.0,230000,2019,bouldercounty
"1803 23RD ST , BOULDER, CO 80302-5603",80302-5603,2.0,1.0,732.0,432000,2019,bouldercounty
"4163 LONETREE CT , BOULDER, CO 80301-1713",80301-1713,2.0,2.5,1930.0,284700,2019,bouldercounty
"571 IRIS AVE , GREENWOOD VILLAGE, CO 80111",80111,3.0,1.5,1092.0,1150000,2019,bouldercounty
"357 PEARL ST , SONOMA, CA 95476",95476,1.0,0.5,574.0,379000,2019,bouldercounty
"1944 20TH ST , ORLANDO, FL 32808",32808,2.0,2.0,1641.0,1645000,2019,bouldercounty
"3785 BIRCHWOOD DR 72, BOULDER, CO 80304",80304,3.0,2.0,1344.0,468000,2019,bouldercounty
"3301 ARAPAHOE AVE 402, PORT ST LUCIE, FL 34952",34952,2.0,1.5,1294.0,764500,2019,bouldercounty
"834 MAXWELL AVE , BOULDER, CO 80304",80304,2.0,1.0,3266.0,688600,2019,bouldercounty
"3248 PALO PKWY , BOULDER, CO 80301",80301,3.0,2.5,2694.0,883500,2019,bouldercounty
"947 UNIVERSITY AVE , LOUISVILLE, CO 80027",80027,5.0,2.5,2197.0,1175000,2019,bouldercounty
"731 SPRUCE ST 1, BOULDER, CO 80304",80304,3.0,1.5,2510.0,1887100,2019,bouldercounty
"4160 17TH ST , BOULDER, CO 80304",80304,3.0,3.0,3142.0,1100000,2019,bouldercounty
"350 BATES AVE , BOULDER, CO 80305",80305,5.0,1.5,1848.0,716000,2019,bouldercounty
"850 20TH ST 404, PENDLETON, SC 29670",29670,1.0,1.0,720.0,315000,2019,bouldercounty
"3981 PROMONTORY CT , BOULDER, CO 80304-1055",80304-1055,4.0,3.5,5456.0,1530000,2019,bouldercounty
"1064 10TH ST , KIRKLAND, WA 98033",98033,4.0,2.0,3407.0,1689000,2019,bouldercounty
"2800 KALMIA AVE 218, BOULDER, CO 80301",80301,2.0,1.5,880.0,335000,2019,bouldercounty
"2342 SPOTSWOOD PL , BOULDER, CO 80304",80304,5.0,3.5,3959.0,1300000,2019,bouldercounty
